page,2013-04 pi,2013-04 pv,2013-05 pi,2013-05 pv,2013-06 pi,2013-06 pv,2013-07 pi,2013-07 pv,2013-08 pi,2013-08 pv,2013-09 pi,2013-09 pv,2013-10 pi,2013-10 pv,2013-11 pi,2013-11 pv,2013-12 pi,2013-12 pv,2014-01 pi,2014-01 pv,2014-02 pi,2014-02 pv,2014-03 pi,2014-03 pv,2014-04 pi,2014-04 pv,2014-05 pi,2014-05 pv,2014-06 pi,2014-06 pv,2014-07 pi,2014-07 pv,2014-08 pi,2014-08 pv,2014-09 pi,2014-09 pv,2014-10 pi,2014-10 pv,2014-11 pi,2014-11 pv,2014-12 pi,2014-12 pv,2015-01 pi,2015-01 pv,2015-02 pi,2015-02 pv,2015-03 pi,2015-03 pv,2015-04 pi,2015-04 pv,2015-05 pi,2015-05 pv,2015-06 pi,2015-06 pv,2015-07 pi,2015-07 pv,2015-08 pi,2015-08 pv,2015-09 pi,2015-09 pv,2015-10 pi,2015-10 pv,2015-11 pi,2015-11 pv,2015-12 pi,2015-12 pv,2016-01 pi,2016-01 pv,2016-02 pi,2016-02 pv,2016-03 pi,2016-03 pv,2016-04 pi,2016-04 pv,2016-05 pi,2016-05 pv,2016-06 pi,2016-06 pv,2016-07 pi,2016-07 pv,2016-08 pi,2016-08 pv,2016-09 pi,2016-09 pv,2016-10 pi,2016-10 pv,2016-11 pi,2016-11 pv,2016-12 pi,2016-12 pv,2017-01 pi,2017-01 pv,2017-02 pi,2017-02 pv,2017-03 pi,2017-03 pv,2017-04 pi,2017-04 pv,2017-05 pi,2017-05 pv,2017-06 pi,2017-06 pv,2017-07 pi,2017-07 pv,2017-08 pi,2017-08 pv,2017-09 pi,2017-09 pv,2017-10 pi,2017-10 pv,2017-11 pi,2017-11 pv,2017-12 pi,2017-12 pv,2018-01 pi,2018-01 pv,2018-02 pi,2018-02 pv,2018-03 pi,2018-03 pv,2018-04 pi,2018-04 pv,2018-05 pi,2018-05 pv,2018-06 pi,2018-06 pv,2018-07 pi,2018-07 pv,2018-08 pi,2018-08 pv,2018-09 pi,2018-09 pv,2018-10 pi,2018-10 pv,2018-11 pi,2018-11 pv,2018-12 pi,2018-12 pv,original names
breitbandverf%C3%BCgbarkeit-auf-der-basis-von-gewerbekunden-produkten-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,"[""breitbandverf%C3%BCgbarkeit-auf-der-basis-von-gewerbekunden-produkten-2""]"
breitbandverf%C3%BCgbarkeit-auf-der-basis-von-gewerbekunden-produkten-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,"[""breitbandverf%C3%BCgbarkeit-auf-der-basis-von-gewerbekunden-produkten-3""]"
breitbandverf%C3%BCgbarkeit-gewerbe-berlin-lor-kiez-2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30,7,7,"[""breitbandverf%C3%BCgbarkeit-gewerbe-berlin-lor-kiez-2018""]"
breitbandversorgung-alle-technologien-privatverf%C3%BCgbarkeit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,16,12,5,4,3,2,1,1,46,41,9,9,0,0,0,0,0,0,0,0,0,0,0,0,"[""breitbandversorgung-alle-technologien-privatverf%C3%BCgbarkeit""]"
breitbandversorgung-berlin-2017-privatverf%C3%BCgbarkeiten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,1,1,1,1,0,0,0,0,4,4,"[""breitbandversorgung-berlin-2017-privatverf%C3%BCgbarkeiten""]"
breitbandversorgung-berlin-gewerbe-2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,4,3,3,3,1,1,2,2,4,4,"[""breitbandversorgung-berlin-gewerbe-2017""]"
breitbandversorgung-berlin-privatverf%C3%BCgbarkeiten-2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,76,17,14,"[""breitbandversorgung-berlin-privatverf%C3%BCgbarkeiten-2018""]"
breitbandversorgung-drahtlose-technologien-privatverf%C3%BCgbarkeit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,2,2,0,0,6,3,0,0,1,1,1,1,0,0,1,1,1,1,"[""breitbandversorgung-drahtlose-technologien-privatverf%C3%BCgbarkeit""]"
breitbandversorgung-leitungsgebundene-technologien-privatverf%C3%BCgbarkeit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,34,27,4,4,4,4,7,6,5,4,7,6,0,0,1,1,2,1,0,0,0,0,0,0,"[""breitbandversorgung-leitungsgebundene-technologien-privatverf%C3%BCgbarkeit""]"
bruttoenergieverbrauch-nach-bereichen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"[""bruttoenergieverbrauch-nach-bereichen""]"
bruttoinlandsprodukt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,9,9,11,11,2,2,19,15,10,7,3,3,2,2,6,5,8,5,2,2,1,1,5,4,2,2,1,1,2,1,"[""bruttoinlandsprodukt""]"
bruttoinlandsprodukt-berlin,23,18,26,20,21,20,28,24,18,15,33,22,18,15,20,19,14,13,23,18,21,15,10,9,7,7,5,4,4,4,10,8,9,7,13,11,18,14,28,24,33,30,68,58,75,64,36,30,19,17,14,13,21,17,11,10,7,7,8,8,10,10,19,16,17,16,24,22,24,20,24,20,24,20,12,11,12,10,8,7,16,11,22,19,19,17,15,13,11,10,19,17,8,7,19,19,23,17,20,17,9,8,15,13,12,11,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""bruttoinlandsprodukt-berlin""]"
bruttoinlandsprodukt-im-land-berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,2,1,1,1,1,5,3,3,3,3,3,1,1,3,2,3,2,4,4,"[""bruttoinlandsprodukt-im-land-berlin""]"
bruttowertsch%C3%B6pfung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,6,4,10,9,5,5,4,3,7,3,2,2,3,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,6,6,"[""bruttowertsch%C3%B6pfung""]"
bsr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""bsr""]"
bsr-entsorgungsbilanz-2007-2012,0,0,0,0,0,0,0,0,0,0,9,9,9,6,6,6,6,5,5,5,1,1,1,1,2,2,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,8,7,1,1,5,4,3,3,1,1,3,3,9,9,4,4,6,4,1,1,1,1,4,3,3,3,2,2,4,3,3,3,1,1,0,0,3,3,1,1,2,2,2,2,0,0,0,0,3,3,2,2,1,1,2,2,0,0,0,0,0,0,3,3,6,6,6,6,1,1,4,4,1,1,10,10,5,5,1,1,0,0,2,1,1,1,0,0,0,0,0,0,"[""bsr-entsorgungsbilanz-2007-2012""]"
bsr-r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""bsr-r""]"
bsr-recyclingh%25C3%25B6fe-und-abfall-abc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"[""bsr-recyclingh%25C3%25B6fe-und-abfall-abc""]"
bsr-recyclingh%C3%B6fe-und-abfall-abc,0,0,0,0,0,0,0,0,0,0,46,36,24,20,14,12,17,13,14,13,19,12,19,11,17,9,14,13,5,5,10,9,10,8,5,5,57,42,16,16,5,4,14,14,11,11,14,12,8,8,7,7,51,21,23,15,7,7,7,6,6,6,6,4,3,3,8,5,9,9,5,5,5,4,10,8,4,4,2,2,0,0,5,5,6,5,3,3,12,8,31,27,12,9,9,9,20,17,9,9,5,5,12,8,12,12,13,12,5,5,19,18,6,6,7,6,7,6,3,3,17,16,15,13,8,4,14,12,18,18,16,14,16,16,25,22,2,2,"[""bsr-recyclingh%C3%B6fe-und-abfall-abc""]"
bsr-stra%C3%83%C5%B8enreinigung-verzeichnisse-und-reinigungsklassen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""bsr-stra%C3%83%C5%B8enreinigung-verzeichnisse-und-reinigungsklassen""]"
bsr-stra%C3%9Fenreinigung-verzeichnisse-und-reinigungsklassen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,13,11,11,32,23,16,12,10,8,43,27,3,3,23,11,10,7,18,15,22,16,71,53,35,26,145,96,93,74,76,54,57,39,38,30,46,35,69,47,60,40,66,47,98,76,121,86,59,44,100,71,65,48,136,97,50,37,85,67,120,88,87,63,75,59,88,62,112,90,200,114,65,53,"[""bsr-stra%C3%9Fenreinigung-verzeichnisse-und-reinigungsklassen""]"
bsr-straÃŸenreinigung-verzeichnisse-und-reinigungsklassen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""bsr-straÃŸenreinigung-verzeichnisse-und-reinigungsklassen""]"
bundesfernstra%C3%9Fen-berlin-atom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,4,4,3,3,6,4,2,1,0,0,0,0,0,0,2,2,0,0,1,1,"[""bundesfernstra%C3%9Fen-berlin-atom""]"
bundesfernstra%C3%9Fen-berlin-wms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,7,7,6,4,4,8,8,6,5,8,6,10,6,8,7,4,4,3,3,4,2,22,13,16,13,10,6,3,3,4,4,11,11,9,6,"[""bundesfernstra%C3%9Fen-berlin-wms"", ""bundesfernstra%C3%9Fen-berlin-wms-0""]"
bundestagswahl-2009,15,15,17,11,14,12,7,7,25,21,59,51,3,3,6,6,3,3,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""bundestagswahl-2009""]"
bundestagswahl-2009-berlin-nach-wahlbezirken-endg%C3%BCltiges-ergebnis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2,2,3,3,5,5,1,1,1,1,0,0,0,0,0,0,1,1,1,1,2,2,4,4,3,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,2,2,2,2,5,5,0,0,0,0,0,0,3,3,6,5,7,5,3,3,2,2,1,1,3,3,2,2,5,5,3,2,5,5,2,2,2,2,0,0,1,1,4,4,0,0,2,1,2,2,0,0,1,1,0,0,1,1,1,1,"[""bundestagswahl-2009-berlin-nach-wahlbezirken-endg%C3%BCltiges-ergebnis""]"
bundestagswahl-2013-berlin-nach-abgeordnetenhauswahlkreisen-muster,0,0,0,0,0,0,0,0,0,0,405,317,0,0,0,0,0,0,4,3,4,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""bundestagswahl-2013-berlin-nach-abgeordnetenhauswahlkreisen-muster""]"
bundestagswahl-2013-berlin-nach-abgeordnetenhauswahlkreisen-vorl%C3%A4ufiges-endergebnis,0,0,0,0,0,0,0,0,0,0,253,189,56,43,14,14,2,2,2,2,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""bundestagswahl-2013-berlin-nach-abgeordnetenhauswahlkreisen-vorl%C3%A4ufiges-endergebnis""]"
bundestagswahl-2013-berlin-nach-wahlbezirken-endg%C3%BCltiges-ergebnis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,31,28,26,15,12,10,9,11,11,3,3,15,11,5,4,4,2,38,31,6,5,6,6,10,9,6,6,16,13,7,7,7,5,8,7,10,9,15,14,10,8,14,11,11,9,6,6,20,16,11,10,6,4,6,4,6,5,21,19,2,2,6,4,2,2,5,5,4,4,15,13,8,7,3,3,6,5,8,8,19,16,38,35,15,14,14,10,8,8,0,0,0,0,0,0,6,6,0,0,3,3,1,1,6,6,1,1,0,0,0,0,0,0,"[""bundestagswahl-2013-berlin-nach-wahlbezirken-endg%C3%BCltiges-ergebnis""]"
bundestagswahl-2013-berlin-nach-wahlbezirken-vorl,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""bundestagswahl-2013-berlin-nach-wahlbezirken-vorl""]"
bundestagswahl-2013-berlin-nach-wahlbezirken-vorl%C3%A4ufiges-endergebnis,0,0,0,0,0,0,0,0,0,0,327,217,115,96,13,13,3,3,16,13,8,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""bundestagswahl-2013-berlin-nach-wahlbezirken-vorl%C3%A4ufiges-endergebnis""]"
ckan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""ckan""]"
co2-emissionen-durch-anlagen-nach-tehg-2005-2015-umweltatlas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,1,0,0,5,5,1,1,1,1,1,1,3,3,0,0,0,0,1,1,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""co2-emissionen-durch-anlagen-nach-tehg-2005-2015-umweltatlas""]"
co2-emissionen-durch-anlagen-nach-tehg-2005-2015-umweltatlas-wms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,2,2,5,5,5,5,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"[""co2-emissionen-durch-anlagen-nach-tehg-2005-2015-umweltatlas-wms"", ""co2-emissionen-durch-anlagen-nach-tehg-2005-2015-umweltatlas-wms-0""]"
co2-emissionen-durch-anlagen-nach-tehg-umweltatlas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"[""co2-emissionen-durch-anlagen-nach-tehg-umweltatlas""]"
co2-emissionen-durch-anlagen-nach-tehg-umweltatlas-wms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,"[""co2-emissionen-durch-anlagen-nach-tehg-umweltatlas-wms-0"", ""co2-emissionen-durch-anlagen-nach-tehg-umweltatlas-wms-2""]"
co2-emmissionen-aus-dem-prim%C3%A4renergieverbrauch-2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"[""co2-emmissionen-aus-dem-prim%C3%A4renergieverbrauch-2014""]"
